Name,Rank,Casinos,Provider,Market,Date,NameInternal,ProviderInternal
Beat the Beast Griffin's Gold,72,13,Thunderkick,TH,2021-02-12,beatthebeastgriffinsgold,thunderkick
Buffalo Power Hold and Win,73,12,Playson,TH,2021-02-12,buffalopowerholdandwin,playson
Supreme Hot,74,9,EGT,TH,2021-02-12,supremehot,egt
Immortal Romance,75,19,Microgaming,TH,2021-02-12,immortalromance,microgaming
Cupids Strike 2,76,11,Spinomenal,TH,2021-02-12,cupidsstrike2,spinomenal
Great Rhino Megaways,77,20,Pragmatic Play,TH,2021-02-12,greatrhinomegaways,pragmaticplay
Valley Of The Gods 2,78,14,Yggdrasil,TH,2021-02-12,valleyofthegods2,yggdrasil
Rise of Ra,79,10,EGT,TH,2021-02-12,riseofra,egt
Juicy Joker Mega Moolah,80,6,JustForTheWin,TH,2021-02-12,juicyjokermegamoolah,justforthewin
Legend of Cleopatra Megaways,81,7,Playson,TH,2021-02-12,legendofcleopatramegaways,playson
Power Blackjack,82,8,Evolution Gaming,TH,2021-02-12,powerblackjack,evolutiongaming
Big Bad Wolf Christmas Special,83,12,Quickspin,TH,2021-02-12,bigbadwolfchristmasspecial,quickspin
Captain Venture,84,4,Greentube,TH,2021-02-12,captainventure,greentube
Reactoonz 2,85,19,Play'n Go,TH,2021-02-12,reactoonz2,playngo
Deadwood,86,11,Nolimit City,TH,2021-02-12,deadwood,nolimitcity
88 Dragons Treasure,87,8,Belatra Games,TH,2021-02-12,88dragonstreasure,belatragames
Cosmic Voyager,88,20,Thunderkick,TH,2021-02-12,cosmicvoyager,thunderkick
Piggy Bank 1x2,89,11,1X2gaming,TH,2021-02-12,piggybank1x2,1x2gaming
Nyjah Huston - Skate for Gold,90,16,Play'n Go,TH,2021-02-12,nyjahhustonskateforgold,playngo
Gonzo's Quest,91,16,NetEnt,TH,2021-02-12,gonzosquest,netent
Majestic King,92,11,Spinomenal,TH,2021-02-12,majesticking,spinomenal
Tomb Of Dead Power 4 Slots,93,6,Blueprint,TH,2021-02-12,tombofdeadpower4slots,blueprint
Punk Rocker,94,11,Nolimit City,TH,2021-02-12,punkrocker,nolimitcity
Sword Of Khans,95,17,Thunderkick,TH,2021-02-12,swordofkhans,thunderkick
Boots Of Luck,96,5,Betixon,TH,2021-02-12,bootsofluck,betixon
777 Gems Respin,97,12,Booongo,TH,2021-02-12,777gemsrespin,booongo
Thunder Screech,98,10,Play'n Go,TH,2021-02-12,thunderscreech,playngo
Extra Chilli,99,17,Big Time Gaming,TH,2021-02-12,extrachilli,bigtimegaming
Tutan's Treasure,100,4,Slingo Originals,TH,2021-02-12,tutanstreasure,slingooriginals
