Name,Rank,Casinos,Provider,Market,Date,NameInternal,ProviderInternal
Wolf Gold,1,54,Pragmatic Play,AU,2021-02-25,wolfgold,pragmaticplay
Wild Diamond 7x,2,84,Booming Games,AU,2021-02-25,wilddiamond7x,boominggames
Gold Vein,3,72,Booming Games,AU,2021-02-25,goldvein,boominggames
Primal Hunt,4,77,Betsoft,AU,2021-02-25,primalhunt,betsoft
Weight of the Gun,5,26,Lady Luck Games,AU,2021-02-25,weightofthegun,ladyluckgames
Ruler of Egypt,6,26,Lady Luck Games,AU,2021-02-25,rulerofegypt,ladyluckgames
Orango Tango,7,26,Lady Luck Games,AU,2021-02-25,orangotango,ladyluckgames
Elvis Frog in Vegas,8,39,BGAMING,AU,2021-02-25,elvisfroginvegas,bgaming
Majestic Megaways,9,73,iSoftBet,AU,2021-02-25,majesticmegaways,isoftbet
Take Olympus,10,63,Betsoft,AU,2021-02-25,takeolympus,betsoft
Miles Bellhouse And The Gears Of Time,11,71,Betsoft,AU,2021-02-25,milesbellhouseandthegearsoftime,betsoft
Gold Digger,12,66,iSoftBet,AU,2021-02-25,golddigger,isoftbet
Take Santa's Shop,13,71,Betsoft,AU,2021-02-25,takesantasshop,betsoft
Loony Blox,14,73,Habanero,AU,2021-02-25,loonyblox,habanero
Sphinx Fortune,15,62,Booming Games,AU,2021-02-25,sphinxfortune,boominggames
Rock Paper Scissors,16,38,Playtech,AU,2021-02-25,rockpaperscissors,playtech
World of Diamonds,17,26,BetConstruct,AU,2021-02-25,worldofdiamonds,betconstruct
Wizards Want War,18,68,Habanero,AU,2021-02-25,wizardswantwar,habanero
Hot Stuff,19,26,BetConstruct,AU,2021-02-25,hotstuff,betconstruct
Lucky 7 Betsoft,20,41,Betsoft,AU,2021-02-25,lucky7betsoft,betsoft
TikiPop,21,23,AvatarUX Studios,AU,2021-02-25,tikipop,avataruxstudios
Labyrinth Of Knossos,22,36,Dream Tech,AU,2021-02-25,labyrinthofknossos,dreamtech
Lucky 6,23,36,RTG,AU,2021-02-25,lucky6,rtg
Caishen's Gold,24,50,Pragmatic Play,AU,2021-02-25,caishensgold,pragmaticplay
Wheel of Fortune on tour,25,35,IGT,AU,2021-02-25,wheeloffortuneontour,igt
Book of Cai Shen,26,35,iSoftBet,AU,2021-02-25,bookofcaishen,isoftbet
Booming Bananas,27,76,Booming Games,AU,2021-02-25,boomingbananas,boominggames
Pearl Beauty Hold and Win,28,32,Playson,AU,2021-02-25,pearlbeautyholdandwin,playson
Eye of the Amulet,29,71,iSoftBet,AU,2021-02-25,eyeoftheamulet,isoftbet
Viking's Plunder,30,70,Habanero,AU,2021-02-25,vikingsplunder,habanero
